Number of Files,Course ID,Course Full Name
258,8000,BENVGPLF: Planning for Housing: Project
256,10871,CHEM3004: Literature Project
255,696,BIOC1010: Introduction To Microbiology
254,35291,CEGE205P: Soils Mechanics and Engineering Geology
254,5645,BIOC3004/G024/M024: Biochemistry 3004 - Advanced Molecular Biology
253,19251,PUBLG004B: Introduction to Qualitative Research Methods for Masters Students
253,270,SEESGS38:Economics of Health and Population
253,128,PUBLG004A/B: Introduction to Qualitative Research Methods for Masters Students
252,5351,PG Diploma in Low Intensity Cognitive Behavioural Interventions (IAPT)
252,185,SPAN1001: Spanish Language 1
252,2112,ARCLG141: Issues in Conservation: The Context of Conservation
252,186,SPAN4001: Spanish Language 3
252,533,SPAN2001: Spanish Language 2
252,18804,UCLQG211: Principles of conservation
251,14163,"PUBLG089: War, Peace, Human Rights and International Law"
251,875,AUDLGS03: Diagnostic Audiology
251,24618,AUDLGE05: Diagnostic Audiology for ENT Practice
250,2899,GEOG2008: Reconstructing Past Environments
249,5741,BIOC3006/G006/M006 Mechanisms of Molecular Machines I & II
249,4622,CEGE3020/CEGEM028/CEGEG028: Water and Wastewater Treatment
248,9531,Introduction to Bioinformatics
247,23526,BENVGTP1: Transport Planning and the City
247,654,BENVGTC5 Sustainable Urban Development (Part 1): Key Themes
247,23529,MSc Transport and City Planning
247,23532,BENVGTP2: International Case Studies in Transport and City Planning
247,22839,POLS6021: Comparative Political Economy
246,1928,Anthropology Intranet
246,2226,Italian exercises for syllabi A and B
245,470,PUBLG050: International Political Economy
244,7089,BIOL3013/G013: Advanced Human Genetics 1: Research Principles
244,11349,UPCH Modern European History & Politics
243,299,LAWSG040: Company Law 
242,39077,LLM Student and Programme Information 2016-17
242,40107,"BENVGSD2: Social Diversity, Inequality and Poverty 2016/17"
242,40113,BENVGSD4: NGOs and Social Transformation 2016/17
242,19299,LLM Teaching Support Materials (Staff)
242,84,MSc Medical Image Computing
242,41347,Laws PGT Student Information 2017-18
240,2464,Anthropology Staff Intranet
240,6223,GERM4002:Discussion and Essay in German 
239,3649,ARCLG139: Conservation in Practice: Conservation Management
238,656,BENVGTC9: Critical Debates in Planning
238,6635,NEUR3025/M025/G025: Advanced Functional Neuroanatomy
237,37043,MSc Dissertations 2015/16_OLD
237,5081,MSc Dissertations 2014/15 (archived)
237,7542,POLS6011: Introduction to Comparative Politics
236,40211,BENVGES1 Political Ecology of Environmental Change
235,7209,SECUGC43: Preventing Crimes
235,41055,K Shackleford-Cesare's Test Course
235,806,GEOGG057: Wetlands
234,2499,PHAS2130:  Practical Astrophysics 2A including Computing
234,6569,GEOG2020: Surface and Groundwater Hydrology
232,8062,BENVGBU1: Transforming Local Areas: Urban Design for Development
232,14427,z-INACTIVE MBBS Year 5 Case of the Month Group A 2011-2012
232,3003,LAWSG103: Corporate Finance 
231,1040,LAWSG093: Carriage of Goods by Sea 
230,1135,"Interaction Design, COMP3012/COMPGC25"
230,14433,z-INACTIVE MBBS Year 5 Case of the Month Group B2 2011-2012
229,30167,MPHY202P: Anatomy and Physiology with biomedical applications
229,26883,First Year Laboratory for Electronic and Electrical Engineering
229,27899,Pilar' Student projects testing module
229,23277,ELEC103P: Digital Electronics 1
229,28935,Medical Physics practical
229,26825,MPHY101P: Cardiac Engineering
229,2372,ELEC1010 Lab and Design Course: Electronic Engineering Design Principles
228,1143,GEOGG030: Natural Hazards
228,2058,Department of Scandinavian Studies (old)
226,27117,LAWSG012: Trade Linkages in the Law of the World Trade Organisation
225,30987,"CPASG775A: Developing Understanding In English, Media, Drama Studies DUEMDS"
225,30995,CPASG811A: Practice-Based Enquiry MTeach PBE
225,684,ENVS3016: Urban Design: Space and Place
225,31069,CPASGE42A: Practice-Based Enquiry (PBE) Dissertation Dubai
225,33773,CPASG751B and CPASG811B: Practice-Based Enquiry STEP C8 PBE 2015/16
225,38109,CPASG738A: Research and Professional Practice (RPP) or Research & Practice-Based Enquiry (RPBE) 2016-17
225,39377,CPASG751B and CPASG811B: Practice-Based Enquiry STEP C9 PBE 2016/17
225,38119,"CPASG775A: Developing Understanding In English, Media, Drama Studies DUEMDS 2016/17"
225,38121,CPASG811A: Practice-Based Enquiry (PBE) 16/17
225,8922,SURGGE07: Exercise Physiology 
225,38125,CPASGE42A: Practice-Based Enquiry (PBE) Dissertation Dubai 
225,35259,CPASG738A: Research and Professional Practice (RPP) or Research & Practice-Based Enquiry (RPBE) MTeach 2015-16
223,1088,DECPsy Supervisors Module
222,40103,MSc Social Development Practice 2016/17
222,40105,BENVGSD1: Social Policy and Citizenship 2016/17 
222,2831,Resources for Teaching Scandinavian Languages in the Digital Classroom
221,564,POLS6001B: British Politics
220,3913,TMSPSYSTHE01: MSc in Theoretical Psychoanalytic Studies
220,3071,Intelligence Gathering and Analysis
220,3357,POLS6010: International Relations Theories 
219,196,BIOC1007: The Principles and Practice of Experimental Biochemistry
219,27947,Institute for Global Health Undergraduate Programme
219,6273,CEGEG034:Mapping Science
218,6281,CEGEG075: Image Understanding
218,9248,CEGE302P Structures and Materials
218,2228,Italian Resources C and D
218,2925,EPIDGS43: Regression Modelling
216,18042,BIOS2001: WRITING & PRESENTING BIOSCIENCE
215,220,PHOL3004/M004/G042: Cell Signalling in Health and Disease
215,25936,BENVGSD4: NGOs and Social Transformation
215,8068,"BENVGSD2: Social Diversity, Inequality and Poverty"
214,29999,SLANG101: Professional Studies 1
214,5039,HCSCGS11: Professional and Clinical Studies I 
213,391,PHAR3003/G003: Molecular Pharmacology
213,3055,MSc Clinical and Public Health Nutrition 2010-11
212,2855,Medical Mycology: Module 4 Molecular Medical Mycology
211,21000,"MPHYGB30D: Ionising Radiation Physics:Interactions, Dosimetry & Detectors by distance learning"
211,12242,SSEES Teaching Committee
211,36827,MPHYGB31 - MSc Professional Skills
211,2328,LCIM6001: Italian for Medicine Level 1 (A): MBBS Student Selected Component
211,13335,MPHYGB11D: Imaging with Ionising Radiation by distance learning
211,6113,MPHYGB30: Ionising Radiation Physics:Interactions & dosimetry
210,2937,LAWS3002: Employment Law
210,15171,"Robotics Programming, COMP105P"
210,781,z-INACTIVE MBBS Year 2 Mod 5 Cancer Biology 
210,2921,EPIDGS41: The Social Determinants of Global Health
210,6951,ECON2007: Quantitative Economics and Econometrics
209,9679,MSc Systems Engineering Management and Technology Management
209,4919,BIOL3017/3017A/G017: Biology of Ageing
209,8066,BENVGES1: The Political Ecology of Environmental Change 2015 - 2016
208,8242,SURGGE04: Health and Physical Activity
208,434,LAWS2004: Jurisprudence
208,420,MSc Light and Lighting:  Course Home
207,13775,MPHY1001: Introduction to Medical Imaging
207,369,LAWSG006: Foundations of EU Environmental Law and Policy: Part II
207,14151,PUBLG013: Making Policy Work
207,273,LAWSG065: Patents and Trade Secrets
205,6631,CELL3003/G003/M003 & CELL3005/M005: Mechanisms of Developments
205,26945,NEUR1005: Foundations of Neurobiology
205,14868,CEGEG085: Airborne Data Acquisition
205,648,LAWSG076: Law and Policy of International Courts and Tribunals
205,232,PHOL2005: Structure and Function of Nervous Systems
205,252,z-INACTIVE MBBS Anatomy
205,7468,PUBLG068 Gendering the Study of Politics: Theory and Practice
204,8920,SURGGE06: Advanced Sports Injury and Injury Prevention  
204,7544,POLS6012: Theories and Concepts in Politics
203,6197,GERM1001:Modern German Language I
202,18009,BIOLM019: Topics in Current Research
202,765,BIOL2006: Introduction to Human Genetics
202,1027,PHAR3011/M011/G011: Synaptic Pharmacology
201,11419,PUBLG081: Global Ethics
201,534,ANAT2008: Developmental Neurobiology
200,6549,GEOG2005: Geomorphology
200,7322,SEESGS56: Governance and Democracy in Central and Eastern Europe
200,8918,SURGGE05: Sports Injury 2- Upper Limb
199,12265,CEGEG073: Resilience
199,14382,LITCG003: Comparative Literary Studies
199,12111,The Hitchhiker's Guide to Danish Grammar
199,3203,LAWSG107: International Law of the Sea 
198,457,PUBLG043: British Government & Politics
198,38979,CHEM2201LAB: Principles of Organic Chemistry Laboratory Course
198,11907,CHEM3001_2_3
197,428,LAWS1002 Property Law I
197,30001,SLANG102: Management of Communication Disorders 1
197,983,MSIN7009: Introduction to Marketing
197,34781,MSIN7009A: Introduction to Marketing - Term 1
197,10711,"HCSCGS12: Developmental Speech, Language and Communication Difficulties"
197,3061,MBBS Year 2 Use of Medicines - Part 1 Pharmacology
197,1055,BIOC2005: Metabolism and Its Regulation
196,560,LAWS3014: Public International Law
196,308,LAWSG045: Competition Law Enforcement in Europe
195,22279,PALS2006: Research design and experimental methods
195,8060,BENVGSD1: Social Policy and Citizenship
195,304,LAWSG022: International Commercial Litigation
195,18060,PALS1006: Introduction to Research Methods
194,660,BENVGPL4: Pillars of Planning
193,10843,Evidence based HealthCare (Introduction and general)
193,29047,MSING035: Mergers and IPOs
193,2551,PHAS3443: Lasers and Modern Optics
193,7037,ECONG105: Macroeconomics (MACT)
193,27907,(14/15)ANTHMETH: Anthropological Methods
193,27939,"Conflict, Humanitarianism, and Health"
193,1022,PHAR3005/G031/3031: Immunopharmacology
193,6609,PUBLGC28DL: Synthesising Evidence (by Distance Learning)
193,10835,MSIN3004: Mergers and Valuation (Also M004) 2014/15
193,14724,(15/16)ANTHMETH: Anthropological Methods
193,11421,PUBLG087: Global Public Policy
193,35805,MSIN3004: Mergers and Valuation (Also M004)
192,383,"CEGEG018/CEGEM011: Systems, Society and Sustainability"
191,28179,HIST6414: Making of Modern America (COPY)
191,448,PUBLG063: International Human Rights Standards & Institutions
191,10793,HIST6414: The Making of Modern America
191,6971,ECON3002: Microeconometrics
190,7792,POLS7006A: Politics of the EU
190,1165,EPIDGS31: Epidemiology
190,5829,SESS1001: Introduction to Economics
190,3595,LAWSG108 Restitution of Unjust Enrichment
190,26035,Anne Peasey Test Course
189,6141,CEGEG063:Principles & Practice of Surveying
189,543,LAWS7005: European Union Law
189,589,AUDL4002
189,958,SESS2001A: Emerging Market Economies: Economics of Transition
189,28277,CEGE103P: Engineering: Impacts Assessment
188,13671,CELL1001 Cells and Development
188,38727,BIOS1001: Introduction to Human Sciences
188,27979,CELL1002: Introduction to Cell Biology
188,18576,CELL2007 The Principles of Cellular Control and CELL2008 Integrative Cell Biology (Part 2)
188,2643,CELL2006 Cell Biology and CELL2008 Integrative Cell Biology (Part 1)
187,27937,Anthropological Perspectives on Global Health UG and PG
187,2471,ARCLG144: Variation and evolution of the human skull
187,454,PUBLG075: Theoretical Foundations of Human Rights
187,473,PUBLG016: Policy-Making & Regulation in the European Union
186,27933,Global Communicable and Non-Communicable Diseases
186,24729,CHLDGB04: Understanding Research and Critical Appraisal: Biomedicine
186,9609,IBSc in Orthopaedic Science
186,2242,ENVS3021: History and Theory
186,30293,BAMS2003: Musculoskeletal and Nervous system
186,38893,ORTH3901: Research Project
186,13781,CHLDGB02: Foundations of Biomedical Sciences 
186,11423,PUBLG082: Conflict Resolution and Post-War Development
186,535,ANAT2010: Human Neuroanatomy
186,33437,AMS Year 2 Module Options
186,4421,Learning Resources: CBT Video Tutorials
185,6933,Sustainable Heritage General
185,11347,UPCH Modern European Culture
185,7794,POLS7006B: Politics of the EU
185,40585,Sustainable Heritage General 2016
184,7480,CEGE204P:  Environmental Building Design Scenario
183,13135,MBBS Year 3 iBSc in Primary Health Care
182,753,"Networking and Concurrency, COMP201P"
182,605,Dr Blackman Tutorials 
181,13373,HEBR1005: Introduction to Biblical Hebrew
181,3361,PUBLG020: The European Union in the World
180,2340,SESS2103: Russian Politics and Society
180,6219,GERM2111:Metropolen 
180,3789,BIOLM008: Species Conservation and Biodiversity
180,2467,PHAS3338: Astronomical Spectroscopy
179,37821,Test import of PHAS2441
179,34905,PHAS2440: Practical Physics 2A
179,2511,PHAS2246: Mathematical Methods iii
179,17337,PHAS2440: Practical Physics 2A (TEST COPY DO NOT USE)
179,17340,PHAS2441: Practical Physics 2B with Computing
179,607,MSIN7007: Mastering entrepreneurship
178,17040,HIST6313: Building the American Nation: The United States 1789-1920 
178,3389,HARTG019:Race/Place: Erotic/Exotic: Difference and Desire in Modernist and Contemporary Art Practice
178,449,PUBLG048: Law & Regulation
178,6381,HIST1001: From the Ancient Near East to the Twenty-First Century / HIST1004: Ancient & Medieval History / HIST1005: Early Modern and Modern History
177,474,PUBLG001: Public Management: Theories & Innovations
177,8806,PUBLG080: Rebellion
177,11817,ITALG012: Contemporary Italian Cultures
177,451,PUBLG032: Meanings of Liberty
177,1986,HCSCGS21 Professional and clinical studies 2
177,3291,"PUBLG026: The European Union, Globalisation and the State"
176,961,TMSARCSCEM01: Construction Economics and Management
176,3713,"ARCLG348, Working with Artefacts and Assemblages"
176,6647,ANAT3042/G042/M042 Pain
176,20809,PUBLG004AB: Introduction to Qualitative Research Methods Seminars
176,3255,POLS7007A: International Development and Public Policy
176,13779,MPHY2002: Introduction to Biophysics
176,462,"PUBLG033: Equality, Justice & Difference"
175,10421,Economics MRes Administration
175,6517,Economics MSc Administration
175,8198,MA in Gender Society and Representation
175,347,LAWSG041: Insurance Law 
174,14535,SEESGS33: Ethnopolitical Conflict in Central and Eastern Europe
174,993,Information for students based in Chandler House
174,1999,PLING198 Foundations of Linguistics
174,14145,POLS7016: Human Rights and World Politics
174,293,LAWSG063: The Law Of Trade Marks And Brands 
174,36213,BIOC_restore_25_1_16
174,272,LAWSG062: The Commercialisation of Intellectual Property
174,1054,BIOC2004: Biomolecular Structure and Function
174,37815,Zaman Test Page
173,1164,EPIDGS32: Basic statistics for medical sciences 
173,6898,PhD Security Science
173,3399,LAWSG111: Economic Analysis of Law
173,471,"PUBLG057: Parliaments, Political Parties & Policy Making"
173,9889,MSc in Endodontics & MClinDent in Endodontology  
172,3639,GEOLGH01: Geological and Geotechnical Hazards
172,107,BENVGPLD: From Strategic Vision to Urban Plan
172,12607,"HIST3314/9314: Abraham Lincoln and the Crisis of the Union, 1854-1865"
171,14141,POLS7015A: International Political Economy A
171,1113,PERINATAL EPIDEMIOLOGY AND MATERNAL HEALTH
171,423,MSc in Clinical or Applied Paediatric Neuropsychology
171,297,LAWSG066: The Law Of Copyright And Designs
170,446,PUBLG065: Governing Divided Societies
170,1186,SESS2105: Democracy and Democratization
170,3895,Digital Learning Objects
170,5331,ECON3007: Economic Policy Analysis 
170,8702,PSYCGI13: Ergonomics for Design
169,7087,BIOLM011/G011: Human Genetics in Context
169,351,LAWSG098: US Antitrust Law and EU Competition Law: A Comparative Perspective
169,14143,POLS7015B: International Political Economy B
169,3703,DOSSSH: Department of Statistical Science Student Home
168,2344,MBBS Year 1 Medical Information Skills
168,8118,Paediatric Dentistry: DDent Year 2
168,8120,DDDEDISPAE01: Paediatric Dentistry Hub 
168,14165,PUBLG100A: Introduction to Quantitative Methods
168,19248,PUBLG100B: Introduction to Quantitative Methods
